"partei","mandates_state","sum_zweitstimmen","divisor","zweitstimmen","mandates"
"CDU",59,4646976,76792.3050847458,1623481,21
"SPD",59,4646976,76792.3050847458,1275172,17
"LINKE",59,4646976,76792.3050847458,322979,4
"GRÜNE",59,4646976,76792.3050847458,404825,5
"CSU",59,4646976,76792.3050847458,0,0
"FDP",59,4646976,76792.3050847458,431405,6
"AFD",59,4646976,76792.3050847458,422362,6
