"partei","mandates_state","sum_zweitstimmen","divisor","zweitstimmen","mandates"
"CDU",7,585258,83608.2857142857,189573,2
"SPD",7,585258,83608.2857142857,158895,2
"LINKE",7,585258,83608.2857142857,75448,1
"GRÜNE",7,585258,83608.2857142857,35117,0
"CSU",7,585258,83608.2857142857,0,0
"FDP",7,585258,83608.2857142857,44477,1
"AFD",7,585258,83608.2857142857,58920,1
