"partei","mandates_state","sum_zweitstimmen","divisor","zweitstimmen","mandates"
"CDU",30,2362506,75910.2,848003,11
"SPD",30,2362506,75910.2,570518,8
"LINKE",30,2362506,75910.2,160912,2
"GRÜNE",30,2362506,75910.2,179233,2
"CSU",30,2362506,75910.2,0,0
"FDP",30,2362506,75910.2,245235,3
"AFD",30,2362506,75910.2,265688,4
